id,inflo_chnl_id,type,reg_dts,value,intent_id
19595451,27c8095621e6,REQUEST,2026-05-03 00:32:09.331028 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595452,27c8095621e6,RESPONSE,2026-05-03 00:32:09.352239 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! EM김포한강점입니다.\n영업시간: 10:00~23:00\n휴점일: 5/13(수), 5/27(수), 6/10(수), 6/24(수) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""ee184c13-60d1-442c-8370-75afdcb22c78"",""badge"":null}]}]}]}",
19595453,8a7d2f0a06b8,REQUEST,2026-05-03 00:32:10.230632 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""점포정보"",""value"":""27/4"",""sessionId"":""fe9467ee-2676-445e-a4f9-04675a6f43bf""}",
19595454,8a7d2f0a06b8,RESPONSE,2026-05-03 00:32:10.238900 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""휴점일"",""value"":""28/0"",""data"":null,""sessionId"":""fe9467ee-2676-445e-a4f9-04675a6f43bf"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""영업시간"",""value"":""29/0"",""data"":null,""sessionId"":""fe9467ee-2676-445e-a4f9-04675a6f43bf"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""층별 안내"",""value"":""30/0"",""data"":null,""sessionId"":""fe9467ee-2676-445e-a4f9-04675a6f43bf"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""입점매장"",""value"":""31/0"",""data"":null,""sessionId"":""fe9467ee-2676-445e-a4f9-04675a6f43bf"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""fe9467ee-2676-445e-a4f9-04675a6f43bf"",""badge"":null}]}",
19595455,8a7d2f0a06b8,REQUEST,2026-05-03 00:32:12.484648 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""휴점일"",""value"":""28/0"",""sessionId"":""fe9467ee-2676-445e-a4f9-04675a6f43bf""}",
19595456,8a7d2f0a06b8,RESPONSE,2026-05-03 00:32:12.498296 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""월 2회 의무휴점을 실시하고 있습니다. 방문 예정에 참고해 주시기 바랍니다.\r\n이번 달 휴점일은 점포안내에서 확인하실 수 있습니다""},{""type"":""buttons"",""value"":[{""action"":""webLink"",""label"":""점포안내"",""value"":""https://emartapp.emart.com/branch/view.do?id=1097&mallGbn=E"",""data"":null,""sessionId"":null,""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""fe9467ee-2676-445e-a4f9-04675a6f43bf"",""badge"":null}]}",
19595457,963d2f63db85,REQUEST,2026-05-03 00:32:12.737374 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""상품"",""value"":""1/5"",""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c""}",
19595458,963d2f63db85,RESPONSE,2026-05-03 00:32:12.745424 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품검색"",""value"":""2/3"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""입고문의"",""value"":""6/0"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""대량구매"",""value"":""8/0"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""기타문의"",""value"":""9/3"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null}]}",
19595459,963d2f63db85,REQUEST,2026-05-03 00:32:17.835602 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""상품검색"",""value"":""2/3"",""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c""}",
19595460,963d2f63db85,RESPONSE,2026-05-03 00:32:17.843858 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""일반상품"",""value"":""3/0"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""신선식품"",""value"":""4/0"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""가전상품"",""value"":""5/0"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null}]}",
19595461,963d2f63db85,REQUEST,2026-05-03 00:32:20.790533 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""가전상품"",""value"":""5/0"",""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c""}",
19595462,963d2f63db85,RESPONSE,2026-05-03 00:32:20.803960 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""가전 상품문의는 점포안내를 확인 후 각 점포 일렉트로마트 또는 가전 판매데스크로 문의해 주세요.""},{""type"":""buttons"",""value"":[{""action"":""webLink"",""label"":""점포안내"",""value"":""https://emartapp.emart.com/branch/view.do?id=1062&mallGbn=E"",""data"":null,""sessionId"":null,""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""3fb4be7e-4cf5-4ac8-a392-0e4a1e79dd7c"",""badge"":null}]}",
19595463,015172042f79,REQUEST,2026-05-03 00:32:21.167407 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595464,015172042f79,RESPONSE,2026-05-03 00:32:21.196430 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! EM청계천점입니다.\n영업시간: 10:00~23:00\n휴점일: 5/13(수), 5/27(수), 6/10(수), 6/24(수) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""5e0a2b45-1a36-49c7-8930-62ce19003ab1"",""badge"":null}]}]}]}",
19595465,25ee59030670,REQUEST,2026-05-03 00:32:27.508063 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595466,25ee59030670,RESPONSE,2026-05-03 00:32:27.534235 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! 스타필드마켓 경산점입니다.\n영업시간: 10:00~23:00\n휴점일: 5/13(수), 5/27(수), 6/10(수), 6/24(수) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""558d203e-0830-4787-9d44-c06f7a3f2143"",""badge"":null}]}]}]}",
19595467,015172042f79,REQUEST,2026-05-03 00:32:32.797361 +00:00,지금상품준비중인 상품을,
19595468,8a7d2f0a06b8,REQUEST,2026-05-03 00:32:33.779181 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595469,8a7d2f0a06b8,RESPONSE,2026-05-03 00:32:33.799998 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! EM중동점입니다.\n영업시간: 10:00~23:00\n휴점일: 5/10(일), 5/24(일), 6/14(일), 6/28(일) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null}]}]}]}",
19595470,015172042f79,RESPONSE,2026-05-03 00:32:34.750712 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""원하는 답변을 선택해 주세요.""},{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""할인 미적용 시"",""value"":""22/0"",""data"":null,""sessionId"":null,""badge"":null},{""action"":""dialogFlowButton"",""label"":""명절 선물세트 진열 시점"",""value"":""123/0"",""data"":null,""sessionId"":null,""badge"":null},{""action"":""dialogFlowButton"",""label"":""카드 무이자 혜택 안내"",""value"":""132/0"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}","{22,123,132}"
19595471,8a7d2f0a06b8,REQUEST,2026-05-03 00:32:36.972992 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""상품"",""value"":""1/5"",""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5""}",
19595472,8a7d2f0a06b8,RESPONSE,2026-05-03 00:32:36.977627 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품검색"",""value"":""2/3"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""입고문의"",""value"":""6/0"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""대량구매"",""value"":""8/0"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""기타문의"",""value"":""9/3"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null}]}",
19595473,5ae448fe9390,REQUEST,2026-05-03 00:32:38.858059 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595474,5ae448fe9390,RESPONSE,2026-05-03 00:32:38.883537 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! TR수원점입니다.\n영업시간: 10:00~23:00\n휴점일: 5/10(일), 5/24(일), 6/14(일), 6/28(일) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1001/4"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""1013/3"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""1026/3"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""1041/6"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""1050/2"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""1060/4"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""1067/4"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""1085/4"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""1090/2"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""1105/5"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""트레이더스 클럽"",""value"":""1900/3"",""data"":null,""sessionId"":""c49cbb43-37fc-48b7-87cf-e83f103d2177"",""badge"":null}]}]}]}",
19595475,8a7d2f0a06b8,REQUEST,2026-05-03 00:32:39.251649 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""상품검색"",""value"":""2/3"",""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5""}",
19595476,8a7d2f0a06b8,RESPONSE,2026-05-03 00:32:39.259961 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""일반상품"",""value"":""3/0"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""신선식품"",""value"":""4/0"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""가전상품"",""value"":""5/0"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null}]}",
19595477,8a7d2f0a06b8,REQUEST,2026-05-03 00:32:42.791794 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""신선식품"",""value"":""4/0"",""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5""}",
19595478,8a7d2f0a06b8,RESPONSE,2026-05-03 00:32:42.797820 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""신선 상품은 채팅상담을 통해 안내해 드리겠습니다""},{""type"":""buttons"",""value"":[{""action"":""message"",""label"":""채팅상담"",""value"":""상담사 연결"",""data"":null,""sessionId"":null,""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""a25a0ebe-ac55-405e-90d2-c46549c6a2a5"",""badge"":null}]}",
19595479,015172042f79,REQUEST,2026-05-03 00:32:42.836468 +00:00,5.6.받고싶어요,
19595480,27c8095621e6,REQUEST,2026-05-03 00:32:43.397811 +00:00,김포한강점 이마트에서 장난감보상판매 아직 유효한가요?,
19595481,015172042f79,RESPONSE,2026-05-03 00:32:44.488640 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""원하는 답변을 선택해 주세요.""},{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""A/S 관련 문의"",""value"":""10/0"",""data"":null,""sessionId"":null,""badge"":null},{""action"":""dialogFlowButton"",""label"":""점포 상품 구매시 배달 가능 여부"",""value"":""128/0"",""data"":null,""sessionId"":null,""badge"":null},{""action"":""dialogFlowButton"",""label"":""상담사연결"",""value"":""137/0"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}","{10,128,137}"
19595482,25ee59030670,REQUEST,2026-05-03 00:32:45.942864 +00:00,ATM기 어느은행들 있어?,
19595483,25ee59030670,RESPONSE,2026-05-03 00:32:46.180444 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""문의해주신 시설물은 아래와 같이 운영되고 있습니다. 전화연결을 원하시면 연결하고자 하시는 곳의 통화버튼을 누르시면 통화가 연결됩니다""},{""type"":""card"",""value"":[{""type"":""text"",""value"":""[S iM뱅크(구, 대구은행)  ATM기 (야외 부출입구 옆)]\n- 위치: 1F\n- 운영시간: 07:00~22:00\n""}]},{""type"":""card"",""value"":[{""type"":""text"",""value"":""[S 우리은행 경산지점 ATM기]\n- 위치: 1F\n- 운영시간: 09:00~16:00\n""},{""type"":""buttons"",""value"":[{""action"":""phone"",""label"":""S 우리은행 경산지점 ATM기"",""value"":""053-813-7766"",""data"":null,""sessionId"":null,""badge"":null}]}]},{""type"":""card"",""value"":[{""type"":""text"",""value"":""점포별 입점 매장 정보는 이마트앱 또는 홈페이지에서 확인하실 수 있습니다.\n하단 점포안내 버튼을 누르시면 해당 점포의 상세 화면으로 이동합니다.\n \n또는, 이렇게 검색해보세요:\n\""000 전화번호 알려줘\""""},{""type"":""buttons"",""value"":[{""action"":""webLink"",""label"":""점포안내"",""value"":""https://emartapp.emart.com/branch/view.do?id=1074&mallGbn=E"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}",{31}
19595484,27c8095621e6,RESPONSE,2026-05-03 00:32:47.637796 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""원하는 답변을 선택해 주세요.""},{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""문화센터 강좌 및 접수 안내"",""value"":""133/0"",""data"":null,""sessionId"":null,""badge"":null},{""action"":""dialogFlowButton"",""label"":""SSG.COM 배송상품 이마트에서 환불 가능 여부"",""value"":""46/0"",""data"":null,""sessionId"":null,""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권 구매 방법"",""value"":""69/0"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}","{133,46,69}"
19595485,015172042f79,REQUEST,2026-05-03 00:32:47.687731 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""점포 상품 구매시 배달 가능 여부"",""value"":""128/0"",""sessionId"":""null""}",
19595486,015172042f79,RESPONSE,2026-05-03 00:32:47.701371 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""근거리 배송 운영기준은 점포별로 상이하므로 이용하실 점포로 문의해 주세요""}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""null"",""badge"":null}]}",
19595487,015172042f79,REQUEST,2026-05-03 00:32:49.423653 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""상담사연결"",""value"":""137/0"",""sessionId"":""null""}",
